sentence Id,sentence,aspect_term,polarity
2719,"did lindsay lohan try to kill herself ? a rep for the troubled former child star denies it , but a report in euro . .",['lindsay lohan'],['neutral']
2720,"my girlfriend ca n't believe i married britney spears shocking ! so , would you like to ?",['britney spears'],['neutral']
2721,"Eer come on google , stop fucking me around .",['google'],['negative']
2722,just watched '' ps i love you '' on star movies . i love hilary swank ' s smile !,['hilary swank'],['positive']
2723,"first time , i just kidding you that i 'll not let you play my psp . . but you block me and tweet something . .",['psp'],['neutral']
2724,"okay that was all wrong , motogp for the wii and good fun for competitive friends as i 'm sure you have more than one . .",['wii'],['neutral']
2725,im really pissed off . my stupid ipod lost everything on it and i try and since it back on itunes and it will not read it . wtf im so mad .,['ipod'],['negative']
2726,"my new favorite commercial : '' oh noooo ... you 're tire 's all flat and junk ! '' -LRB- in the best southern accent , very britney spears - like -RRB- love it !",['britney spears'],['positive']
2727,"i would have to say , golf because i would be rich & & famous like tiger woods & & i could get hurt up in this sport .",['tiger woods'],['neutral']
2728,'' Always remember MONEY is n't everything ; but make sure that you 've made LOTs of it before talking such NONSENSE . . '' - bill gates . fb,['bill gates'],['neutral']
2729,Vegan hot dogs before bedtime result in dreams of John Waters ' Night Of The Living Dead . Only complaint : too many madonna jokes .,['madonna'],['negative']
2730,OMG ! I love google Chrome with Hootsuite ! Not a single crash !,['google'],['positive']
2731,just learned how to watch movies & television shows for free on my phone & ipod touch i 'm a beast i 'll make a video for it later !!!,['ipod'],['neutral']
2732,charlie sheen Kisses JImmy Kimmel On Mouth ! : .,['charlie sheen'],['neutral']
2733,yes ! we can report spam on twitter now . hopefully theyll delete all the britney spears porno bots from following us all . getting on my nerves,['britney spears'],['negative']
2734,got windows 7 . it 's nice . way better than vista,['windows 7'],['positive']
2735,"'' Why Argentina chose ` ganas ' and ` pibes ' over winning '' Simon Kupers odd take on Argentine footy , maradona & nationalism",['maradona'],['neutral']
2736,Who I am - nick jonas | Who I am - Davis Archuleta : -RRB-,['nick jonas'],['neutral']
2737,She got that good good she micheal jackson bad I 'm attracted to her with her attracted ass,['micheal jackson'],['negative']
2738,just seen another windows 7 ad . truly unbelievable . like the ad equivalent of wedding dancing . cringe-worthy .,['windows 7'],['positive']
2739,use dabr.co.uk it works perfect on psp,['psp'],['neutral']
2740,why now way back story ? news : amazon ceo apologizes for kindle controversy - ottawa citizen,['kindle'],['neutral']
2741,weneedacurefor talented famous hoes . kim kardashian could n't even make an interesting sex tape . why is she relevant ?,['kim kardashian'],['negative']
2742,john mayer was worth standing in the rain for 5 hours . But I 'm not sure if the Biebs is . Maybe if I get to be the one less lonely girl ; -RRB-,['john mayer'],['positive']
2743,-LSB- Dutch -RSB- Vegazz : charlie sheen : Bieber 's Never Say Never has beat Michael Jackson 's ... : Vegazz : charlie sheen ... . MJ,['charlie sheen'],['neutral']
2744,"nowplaying '' google Me '' ~ Teyana Taylor ... AKA , the song I loved that everyone else hated ... . . lol ... '' google me baby ... '' lol !",['google'],['neutral']
2745,WrathLover I disagree that lady gaga is a lady : P,['lady gaga'],['negative']
2746,watch lady gaga 2.0 monster ball tour and watch justin live account its amazing !!! please watch it,['lady gaga'],['positive']
2747,"oh , and reply . my lindsay lohan tweet , let 's not forget the devastation of psychiatric drugs . look at picture 4 esp .",['lindsay lohan'],['neutral']
2748,I 'm on tweetdeck !!! next ? I 'll have bill gates begging me for help on his math homework !,['bill gates'],['neutral']
2749,"Trying to find news info on E . Taylor 's death , saw this : lady gaga Says She Loves Bruce Springsteen , Wo n't Do Reality television . Who cares ?",['lady gaga'],['negative']
2750,it 's going to be a thriller ... . . india 's new mr. dependable GAMBHIR vs d capt . cool and the dynamic ms dhoni ... who 's gon na win ?? have your say,['ms dhoni'],['positive']
2751,musicmonday ca n't make you love me - britney spears mm,['britney spears'],['neutral']
2752,barack obama ' is peace prize starts a fight,['barack obama'],['neutral']
2753,Why is obama so fast to move on Libya but no slow on Burma and North Korea ?,['obama'],['negative']
2754,You prefer harry potter to twilight too ?! I LOVE YOU : ' -RRB-,['harry potter'],['positive']
2755,bloomers is way cooler on the outside ? but it 's so cliché ? eh . if it 's good 4 britney spears in slave 4u it 's good 4 all of us .,['britney spears'],['neutral']
2756,sarah palin - Signed box 360 Starts At $ 1.1 MillionMTV . comHow much would you be willing to pay for an box 360 s . .,['sarah palin'],['neutral']
2757,'' barack obama has now fired more cruise missiles than all other Nobel Peace Prize winners combined . '' via Robert Mayer on facebook & alfonsclaver,['barack obama'],['negative']
2758,Love my ipad : RT USATODAYmoney : High hopes for ipad push Apple shares near $ 300 .,['ipad'],['positive']
2759,hmmm not sure at all about the madonna code Kaballah angle flashforward,['madonna'],['neutral']
2760,jimmy carter goes to other countries to monitor voting . he never says anything about the voter fraud by acorn and the dem . thats racist,['jimmy carter'],['neutral']
2761,"Just saw maradona slip and side , that guy is a complete joke of a coach .",['maradona'],['negative']
2762,"miley cyrus is talented , gorgeous , amazing , caring , inspiring . . She 's anything but a slut . Haters , you make me laugh",['miley cyrus'],['positive']
2763,"Honestly , what is better than cake AND harry potter ?",['harry potter'],['neutral']
2764,elizabeth taylor 's final interview was conducted by Kim Kardashian . True story | .,['elizabeth taylor'],['neutral']
2765,dude fuck this gay ass movie . i hate lindsay lohan,['lindsay lohan'],['negative']
2766,"I love Everything about her . Her curly hair , her guitar , her amazing songwriting ability , her voice . taylorswift I love you < 3",['taylorswift'],['positive']
2767,xbox 360 : un pack xbox 360 elite episodes from liberty city - gx-mod,['xbox'],['neutral']
2768,"promo 50 gigs storage , $ 50/yr personal storage backup , works on windows 7 / xp/vista . backup before upgrade save time .",['windows 7'],['neutral']
2769,If little Kum did n't die nicki minaj might not have a career . CarlosIRS05_09,['nicki minaj'],['negative']
2770,just loved britney spears ft little wayne - bad girl on hypem,['britney spears'],['positive']
2771,madonna ' Argues With Toyboy Over Marriage ' | Showbiz Spy ... : madonna has had a furious bust-up with he . .,['madonna'],['neutral']
2772,"RT LoveLexaa lakers get their 1st win of the preseason over SacramentoKings 98-95 . Artest & Gasol finish with 18 points , Brown adds 17 .",['lakers'],['neutral']
2773,"pgn main kingdom hearts birth by sleep , tp gl punya psp . damn shit damn shit damn !!",['psp'],['negative']
2774,so proud of barack obama and the Nobel Peace prize . So much more to come . Bless him ...,['barack obama'],['positive']
2775,"i just saw it at best buy the other day on labrea - they had it for the wii , xbox , and ps3 - i need to get it too ! looks fun",['xbox'],['neutral']
2776,SHU people ... anyone not a fan of the ipad program ? Anyone love it for a particular reason ? Anyone feel like sharing ? el236,['ipad'],['neutral']
2777,I know this bitch Nigga charlie sheen ai n't from Ohio !!!! Smfh just when Ohio could get worse this Nigga here,['charlie sheen'],['negative']
2778,100FactsAboutMe 17 . -RRB- I cried when jt was killed on DEGRASSI . :[ _ ryancooley _ I 'm sorry !,['jt'],['positive']
2779,iphone customer advocacy website . new petition for iphone customers to stand united against at & t,['iphone'],['neutral']
2780,this vampire craze is ridiculous . harry potter ftw .,['harry potter'],['neutral']
2781,Resolved : The weird al yankovic gag Dispute : The gag camp made a big fuss about it ... and they are n't the ... .,['weird al yankovic'],['negative']
2782,TU charlie sheen video apparently got cool mention in MX paper today . . Also check this lol : .,['charlie sheen'],['positive']
2783,sarah palin custome might outsell . Political Wire : Not a Very Political Halloween,['sarah palin'],['neutral']
2784,i 'm listening to your chat but it wo n't let me type . just wan na let you know you kinda sound like lindsay lohan : -RRB-,['lindsay lohan'],['neutral']
2785,"' Hard Times Of RJ Berger ' Stars Rave About Weezer , paris hilton ... : ' Jersey Shore ' star Vinny also stops by for ... .",['paris hilton'],['negative']
2786,"harry potter i fucking ' love harry potter . it 's the best film of all times , for me . : -RRB-",['harry potter'],['positive']
2787,Great night in Vegas . Went to a lakers v Sacramento game with CVD ...,['lakers'],['neutral']
2788,"I hate the X Factor , I hate Cheryl Cole , I 've never read harry potter and I 've never seen Titanic . There , I said it .",['harry potter'],['neutral']
2789,i have fucking bad romance stuck in my head . fuck you lady gaga .,['lady gaga'],['negative']
2790,"Happy Birthday to music icons Eric Clapton -LRB- 66 -RRB- , mc hammer -LRB- 49 -RRB- , Tracy Chapman -LRB- 47 -RRB- , Celine Dion -LRB- 43 -RRB- and Norah Jones -LRB- 32 -RRB-",['mc hammer'],['positive']
2791,Purple Eye Diamond : Birthday trip to SEPHORA : google friend . I Feel the love . Hmmm . Loading ... Sharing is Caring !! ... .,['google'],['neutral']
2792,'' Simplicity is the ultimate sophistication . '' - steve jobs,['steve jobs'],['neutral']
2793,"although george bush did more in his first 10 months - he did n't deserve it . reagan did , but reps never get it !",['george bush'],['negative']
2794,consider it done ! im in a good mood ! :-RRB- plus i see that philly ! psp all day !,['psp'],['positive']
2795,"'' mean girls '' is on television ... oh vintage lindsay lohan . please go back to the way you were , thanks .",['lindsay lohan'],['neutral']
2796,"check this video out -- mad television : politically incorrect - bill clinton , britney spears",['britney spears'],['neutral']
2797,"my arms are hurting so bad because of the wii games i played yesterday . really hurting , guess i 'm getting old",['wii'],['negative']
2798,i want a google wave account please,['google wave'],['positive']
2799,Dear sarah palin : Watch Shepard Smith if you want to see what going rogue really looks like .,['sarah palin'],['neutral']
2800,US and Russia vow unity over Iran - US Secretary of State hillary clinton says Russia and the US will work to ensure ...,['hillary clinton'],['neutral']
2801,britney spears accused of child abuse,['britney spears'],['negative']
2802,no one album should have all that acoustic guitar . rap album least . I expect it from john mayer . but then again he actually plays guitar .,['john mayer'],['positive']
2803,britney spears circus sales comeback album for popular singer new album release ...,['britney spears'],['neutral']
2804,"waveboard on the phone , google wave access slightly better than mobile safari",['google wave'],['neutral']
2805,"looked so hot on the daily 10 . and fyi , i 'm glad ya 'll are n't crazycakes like britney spears .",['britney spears'],['negative']
2806,. . has been around for over ten years . she is the best inspiration that has ever happened to me . i am in love with britney spears . .,['britney spears'],['positive']
2807,To Entrepreneurs : RT jasonmcgowan : What if google does it ? . - This is awesome !,['google'],['neutral']
2808,Woods ensures victory for Americans : tiger woods has holed the putt to ensure the American team will win the Pr . .,['tiger woods'],['neutral']
2809,That bitch ass fake nicki minaj page is making nicki minaj look bad . . on the real because it wasnt even NICKIMINAJ who said it to LilKim,['nicki minaj'],['negative']
2810,we all love you gaga come back to life why is lady gaga dead : -LRB-,['lady gaga'],['positive']
2811,"ahahahahahahahahah , listening to lucky by britney spears ~",['britney spears'],['neutral']
2812,AAARGH How how how how how did Peru miss that one ! FFS Argentina WC2010 maradona,['maradona'],['neutral']
2813,"babe , its just the way of the world ! i do n't think they can sing that well but neither can britney spears .",['britney spears'],['negative']
2814,"dear santa , please bring my daughters a wii and my son a kindle . thanks .",['wii'],['positive']
2815,Pure genius - the art of storytelling - Uncovering steve jobs ' Presentation Secrets < - awesome -LRB- via EagleChris -RRB-,['steve jobs'],['neutral']
2816,Just caught up with WorkInColour fine blog . It 's a good article on steve jobs - it 's here -,['steve jobs'],['neutral']
2817,heatherlybadov Apple Survey - What do you think of Apple products ? ipad sucks ? freebies .,['ipad'],['negative']
2818,everyone needs to know i love lindsay lohan no matter what she does and she is no slut !!!!! :d lindsay = love,['lindsay lohan'],['positive']
2819,paranormal activity-inspired demon survival guide : 8 . put britney spears ' ... album on repeat ...,['britney spears'],['neutral']
2820,on a kindle you can not highlight or mark text in a pdf . just tried it . you can only bookmark a page and go back to it .,['kindle'],['neutral']
2821,Not hardly ! -LRB- Somehow '' going rogue '' and sarah palin conjures all kinds of unpleasant images . -RRB-,['sarah palin'],['negative']
2822,"hell yeah , nicolas cage and john travolta are awesome !",['nicolas cage'],['positive']
2823,btw '' the complete guide to google wave '' is a work in progress that will be updated as it grows and changes .,['google wave'],['neutral']
2824,"I am a harry potter Nerd ... I admit it ... Otherwise , you wo n't have all the books in English , Swedish , and 5 in German !! ; -RRB-",['harry potter'],['neutral']
2825,i bet if george bush aka satan would got ta nobel peace prize nobody would been hatin ... yeah i said it ... * kanye style * lol,['george bush'],['negative']
2826,I liked a YouTube video -- charlie sheen WINNING at Call of Duty : Black Ops .,['charlie sheen'],['positive']
2827,ha yeah ! Too bad Carlos is already going to be madonna .,['madonna'],['neutral']
2828,madonna Fires Personal Trainer | Showbiz Spy - celebrity news ... : madonna has reportedly fired her longtime pe . .,['madonna'],['neutral']
2829,if justin bieber came up to u in the streets and called u pretty what would u do - Say thanks and walk away ... .,['justin bieber'],['negative']
2830,i need to go & cop me a iphone case before i fuck up my phone even more '' /,['iphone'],['positive']
2831,lego star wars the complete saga has completely and utterly consumed me ! damn this wii,['wii'],['neutral']
2832,britney spears tops list as ' best celebrity mom ',['britney spears'],['neutral']
2833,obama fans flames of animosity in Tehran : Iran 's Supreme Leader Ayatollah Khamenei portrayed obama as ignorant and con .,['obama'],['negative']
2834,46 i love lady gaga ! 100factsaboutme,['lady gaga'],['positive']
2835,nicolas cage supports a uk nicu : growing your baby : whitten grey organic dresses teach girls that pretty is as . .,['nicolas cage'],['neutral']
2836,Orlando Bloom : Miranda Kerr ' Looks Incredible ' : Orlando Bloom stops by The ellen degeneres Show to promote his l ... .,['ellen degeneres'],['neutral']
2837,Calling Kate Middleton a '' commoner '' and '' the girl next door '' is like saying paris hilton is a self-made success story .,['paris hilton'],['negative']
2838,Leslie_ll how could you not love it ! globet of fire is at the bottom of my favorite harry potter films before order of the phoenix,['harry potter'],['positive']
2839,am having trouble thinking that I actually spoke to the fiancé of sarah palin .,['sarah palin'],['neutral']
2840,"tweet ! - lindsay lohan , please stop being desperate",['lindsay lohan'],['neutral']
2841,"well . . i think it 's her voice ! looks annoying , don you think ? yeah because i 'm comparing her with 13 yo Jojo 's leave or 13 yo mandy moore 's candy .",['mandy moore'],['negative']
2842,del.icio.us : Goollery - A collection of awesome google projects from people around the world : .,['google'],['positive']
2843,"madonna and Lady gag on SNL : `` What the hell is a disco stick ? '' Oh , madonna is priceless . What a g . .",['madonna'],['neutral']
2844,no ! i use windows 7 but i still prefer to use my mac ... : -RRB-,['windows 7'],['neutral']
2845,someone just started following me . and their picture is a fake britney spears sex tape of britney blowing some guy .,['britney spears'],['negative']
2846,RT adlercoloride lady gaga love you .,['lady gaga'],['positive']
2847,Great info : Rest Steel ipad Stand Is Large And Solid : While a case or portable stand is nice for when yo ... . gadget,['ipad'],['neutral']
2848,and i suppose you 're gon na tell me that wii golf is n't the same either . but it 's as real as i 'm ever gon na get .,['wii'],['neutral']
2849,That awkward moment when you date your little brother o_O omgsoawkward -LRB- via selena gomez -RRB-,['selena gomez'],['negative']
2850,congratsbritney love you britney . . you are amazing and deserve this !! britney spears wins this week !,['britney spears'],['positive']
2851,'' Be nice to nerds . Chances are you 'll end up working for one . '' ~ bill gates quote Awesome ... now I want a pocket protector,['bill gates'],['neutral']
2852,"i want to kiss you , but if i do then i might miss you , babe . np lady gaga - love game : -RRB-",['lady gaga'],['neutral']
2853,Goddamnit john legend ... I did not need the glow sticks rendition of Adele 's '' Rolling in the Deep . '',['john legend'],['negative']
2854,"Perfect Couples : Britney Spears and justin timberlake , ahh those where the days * thinks back *",['justin timberlake'],['positive']
2855,need help using gemp with pokemon gold/silver - sony psp mod & psp ...,['psp'],['neutral']
2856,make a favor to yourself and listen if you seek amy - britney spears .,['britney spears'],['neutral']
2857,the ultimate iphone waste of time,['iphone'],['negative']
2858,would like to get a google wave invite please,['google wave'],['positive']
2859,-LSB- blog -RSB- lindsay lohan arrested again ! : www.pasadenadivorce.com lindsay lohan arrested again on suspicion of dui and possession of cocaine ...,['lindsay lohan'],['neutral']
2860,"famous '' pocket god '' iphone application gives case study of how they made $ 18,000 per day !!! -",['iphone'],['neutral']
2861,okay I tried to get used to the new google image search but I ca n't . I hate it .,['google'],['negative']
2862,loving all of joeymcintyre fans ! i love all you crazy girls ... i am just listening to joe on my ipod !,['ipod'],['positive']
2863,i have 7 promo codes for phone / ipod touch games to give away ! please rt,['ipod'],['neutral']
2864,"i say screw direct television i 'm going to drown my sorrows in britney spears , ben & jerry 's , and chris pine",['britney spears'],['neutral']
2865,"NFSO is sad to report that our NC rep , dave matthews , is in critical condition due to a fatal car accident involving a drunk driver",['dave matthews'],['negative']
2866,i love barack obama the man ... great man ... it 's the title of politician and president that i don trust ... not the man ... THE TITLE ...,['barack obama'],['positive']
2867,ha i think its one of those spam things like the britney spears porn twitter,['britney spears'],['neutral']
2868,My bouquet of daffodils makes me smile ! Add budding branches for elegance -LRB- both cheap TJ -RRB- martha stewart picture .,['martha stewart'],['neutral']
2869,"MariaSharapova , Why do Venus and serena williams both look like butch men but Maria Sharapova is super hot ? - .",['serena williams'],['negative']
2870,Love my lakers !,['lakers'],['positive']
2871,"DIEGO maradona IS MANAGING ARGENTINA ? -LRB- Forgive me , I 've been frozen in a block of ice since 2007 -RRB- REALLY ?",['maradona'],['neutral']
2872,pm update has the contest entrants up to 147 for the free windows 7 ultimate dvd -LRB- full version -RRB- . great work everyone .,['windows 7'],['neutral']
2873,nicolas cage owes $ 6mm in back taxes . looks like he 's going to have to go out and do another one of those awful movies,['nicolas cage'],['negative']
2874,"i 'm walking to walgreens to go get a happy belated birthday card . actually no , i 'm changing first . wii boxers and john ohh shirt wont ' do",['wii'],['positive']
2875,"'' i ca n't live without you , ca n't breathe without you . i dream about you , honestly tell me that it 's over . '' - over , lindsay lohan",['lindsay lohan'],['neutral']
2876,barack obama to address gay rights group : guardian.co.uk The president 's address comes as a growing number . .,['barack obama'],['neutral']
2877,i hate britney spears new song 3 what is it about people ! nothing ! besides she has never had a good singing voice i 'm more for lady gag ! woop,['britney spears'],['negative']
2878,"ificouldiwould marry britney spears real talk < = me too , i love her !",['britney spears'],['positive']
2879,FemmeFataleMarch29 is officially gon na be britney Day in my calendar ! Justsayin,['britney'],['neutral']
2880,"5 feet from tiger woods for min at the Pres Cup here in SF . Stared stupidly in admiration , respect . Walked away with chills of inspiration .",['tiger woods'],['neutral']
2881,-LRB- continued . -RRB- like nickelback or britney spears ! what happened to real music ? what about that !,['britney spears'],['negative']
2882,britney spears is amazing . Britney is like a pop icon in my generation mainly for people who are born in the 90s .,['britney spears'],['positive']
2883,"2 things are annoying the sh * t out of me today : 1 -RRB- all this media coverage over that kid and a balloon , 2 -RRB- britney spears ' song '' 3 ''",['britney spears'],['neutral']
2884,"Manimony : What Divorce Costs Famous Women : From Sandra Bullock to britney spears , find out just how much hollywood ... .",['britney spears'],['neutral']
2885,long live the disaster that is lindsay lohan .,['lindsay lohan'],['negative']
2886,justin timberlake will be honored at the Kids ' Choice Awards for his charitable and environmental efforts .,['justin timberlake'],['positive']
2887,i just finished playing forza motorsport ® 3 with my girlfriend ... she is a better driver than me :-RRB- forzamotorsport3 xbox,['xbox'],['neutral']
2888,"musicmonday old britney spears , backstreet boys , and nsync . why ? cause i feel like it . ; - p",['britney spears'],['neutral']
2889,"rt : thecoffeedesk : suck my balls apple , windows 7 is killing and our stocks are up !",['windows 7'],['negative']
2890,"VIDEO : Stephen Colbert 's '' Friday '' Is Fun , Fun , Fun , Fun : Stephen Colbert and jimmy fallon concluded a successful ... .",['jimmy fallon'],['positive']
2891,hey . . i need some help deciding if i should upgrade to windows 7 or not ?,['windows 7'],['neutral']
2892,"A dozen flowers , a bed ov roses , cutest stories , love amazing , everything blazing me and you 2geda is like google and searching honeymoon feelings , strings . .",['google'],['neutral']
2893,RT YouhaveNoTeeth : Fuck Kobe And The lakers .,['lakers'],['negative']
2894,"the ocean drowned out the intruders from our wooden bungalow . losing the kindle was the worst thing , really . our id and money , not stolen .",['kindle'],['positive']
2895,"liking the new Alphabeat single a lot , a fantasy league type fusion of madonna circa ' 85 and the Jackson 5",['madonna'],['neutral']
2896,"soulja boy Receives Support From Fellow Rappers -LRB- Blog -RRB- : Young Buck , Talib Kweli , and S ... . R6SmokinSession",['soulja boy'],['neutral']
2897,i feel bad for lindsay lohan . so much talent down the toilet .,['lindsay lohan'],['negative']
2898,"CLASSIC Performance : snoop dogg , bust Rhymes , The Game , T-Pain , Nelly & Fat Joe . JumpAround Doggumentary",['snoop dogg'],['positive']
2899,o o o My Guitar - o Swift,['o'],['neutral']
2900,buy a kindle from amazon.com for $ 259 and help rock for kids !,['kindle'],['neutral']
2901,"sarah palin wondered who this Al guy was who was getting so much publicity on Middle-east issues . No one tell her who Mr. Jazeera is , okay ?",['sarah palin'],['negative']
2902,windows down music loud with amanda & cbaybee what will this night bring ha ! i love you britney spears !,['britney spears'],['positive']
2903,emanuel ungaro had a string of failures for 12 years ... now they have recruited lindsay lohan as a design consultant .,['lindsay lohan'],['neutral']
2904,harry potter and the Half-Blood Prince drip leaked ! Grocery shopping commence . This is a pretty good day . Who wants to hang out after ?,['harry potter'],['neutral']
2905,"PSA : obama Cant Change The Whole World In 4 Years , Bush Destroyed The World For 8 Years , But Yall Mad At obama , Foh .",['obama'],['negative']
2906,skeleton gaga in a suit with a humongous side pony-tail is my new favorite gaga,['gaga'],['positive']
2907,"And that new micheal jackson song , I like it . If he had n't died I 'm certain he would have released one final great album . Shame .",['micheal jackson'],['neutral']
2908,"Did anyone get through to the charlie sheen Internship Round 3 ? TigerBloodIntern I did , need to do my video submission .",['charlie sheen'],['neutral']
2909,it just hit me that marilyn manson looks like the undead version of nicolas cage . just saying . -LRB- via deanleysen -RRB- - rofl,['nicolas cage'],['negative']
2910,windows 7 is so much better than vista .,['windows 7'],['positive']
2911,ungaro - lindsay lohan creative director ... all of the dresses look like what she herself would wear ...,['lindsay lohan'],['neutral']
2912,How to present like steve jobs ?,['steve jobs'],['neutral']
2913,hahahaah lindsay lohan is going crazy as shit at her girlfriend on twitter its soooo lol !!,['lindsay lohan'],['negative']
2914,got some cool new iphone cases & bt headsets . i love being on the list for this stuff .,['iphone'],['positive']
2915,"Dad has banned me from getting tattoos on right side , says lady gaga : London , Mar 24 - lady gaga has reve ... .",['lady gaga'],['neutral']
2916,"the money ca n't buy prize was a close game . so we 're giving a nintendo wii to runner up incredible_alc well played , mate ! << well played friend",['wii'],['neutral']
2917,"no , the wii sports games seem to suck",['wii'],['negative']
2918,i 'm really loving google wave . oh the possibilities ... it 's going to be so useful in the coming months i think .,['google wave'],['positive']
2919,oh sara bareilles music is cool . do you like miley cyrus and britney spears ?,['britney spears'],['neutral']
2920,you were correct on the harry potter one but wrong on this one !,['harry potter'],['neutral']
2921,i was obsessed with britney spears when i was young :p her new music is awful so i stopped liking her .,['britney spears'],['negative']
2922,im in love with demi lovato . . help . .,['demi lovato'],['positive']
2923,a shiny new nickel to the person who links me to a mash-up of belle biv devoe 's '' poison '' and '' toxic '' by britney spears .,['britney spears'],['neutral']
2924,does anyone have an extra google wave invite ? pretty please ?,['google wave'],['neutral']
2925,We all start recycling and driving hybrid cars and then spring never comes . thanks for nothing al gore . This is a much more inconvenient truth .,['al gore'],['negative']
2926,selena gomez deserves no hate . Shes such a sweet girl . how can she be hated on .,['selena gomez'],['positive']
2927,Whatsherface and barack obama : Soccer Extreme : `` My exit was in all the world news . I am like Obama with tits ... . .,['barack obama'],['neutral']
2928,nintendo uk are wondrous people . they repaired my niece & nephew 's wii foc . what other company would do that with a product out of warranty ?,['wii'],['neutral']
2929,I usually could care less about nick cannon and Mariah Carey but I think its adorable their twins were born on their anniversary,['nick cannon'],['negative']
2930,i love moments where listening to an ipod makes you feel like you 're in a movie . had 1 on the dc metro with regina spektor .,['ipod'],['positive']
2931,Open Question : was it always barack obama dream to be president of the U.S.A ? and more ... : Here are the . .,['barack obama'],['neutral']
2932,"This reminds me when bill gates would n't publicly acknowledge that mac existed . It worked out REAL well then , too ...",['bill gates'],['neutral']
2933,"5 years ago i was 8 years older than lindsay lohan , sadly now i look 10 years younger than lilo .",['lindsay lohan'],['negative']
2934,"man i always love harry potter weekend on abc family . See britt_alexander , what your missing out on !",['harry potter'],['positive']
2935,lagos urges residents to report outrageous charges by psp operators / vanguard / - lagos state government has ...,['psp'],['neutral']
2936,-- yeay you have a white iphone like me ! do n't you just love it ?!,['iphone'],['neutral']
2937,"So the new justin bieber movie is rated a 12 . That 's gon na be embarrassing , not getting into your own film .",['justin bieber'],['negative']
2938,The new harry potter is awesome must see lol,['harry potter'],['positive']
2939,george bush today announced the end of military operations against the moon . '' mission completed '' atwarwiththemoon,['george bush'],['neutral']
2940,"britneyspears demo for britney/gaga '' monster '' ? : photo : entry tags : britney spears , lady gag de . .",['britney spears'],['neutral']
2941,even worse than jimmy carter ?,['jimmy carter'],['negative']
2942,i feel yeah !! but do n't hate on me because i love britney spears and still like felicity ... damn i just said way too damn much . lol,['britney spears'],['positive']
2943,madonna makes everything better . Or worse . It depends on your point of view and I do n't wish to offend anyone by forcing my opinion on them .,['madonna'],['neutral']
2944,-LRB- 6 of 30 -RRB- Patrols Off Libya White House Sending Mixed Messages OPINION : New World of obama Doctrine VIDEO : Footage of Libya Rocket,['obama'],['neutral']
2945,porn nsfw britney spears nude by sinful comics celebrity porn cartoons -,['britney spears'],['negative']
2946,27 days to the britney spears concert ... hell fucking yes !!!!,['britney spears'],['positive']
2947,same here ! thanks a lot krisallen4real you got that damn britney spears song stuck in my head . lol,['britney spears'],['neutral']
2948,Colin are you kidding me ? Tom Brady is the best athlete after tiger woods ? You are n't serious .,['tiger woods'],['neutral']
2949,lindsay lohan is the reason i 'm pro-choice ... and her name is n't even worth capitalizing,['lindsay lohan'],['negative']
2950,idontunderstandwhy Britney wasnt accepted when she went crazy but charlie sheen is . Shaving your head & beat a car with an umbrella way better,['charlie sheen'],['positive']
2951,"i favorited a youtube video -- this psp is full bricked , how to recover",['psp'],['neutral']
2952,i 'm miss american dream since i was 17 i 'm mrs. lifestyles of the rich and famous -LRB- you want a piece of me -RRB- - britney spears - piece of me ♫,['britney spears'],['neutral']
2953,britney spears FANS you NEED TO SHUT THE FUCK UP . you DID N'T EVEN HEAR BEYONCE HER NEW SONG AND ALREADY SAYING SHE IS A COPYCAT . FUL !,['britney spears'],['negative']
2954,KarlSchneider Love Gowalla on the ipad . . for sure .,['ipad'],['positive']
2955,"is sad to say that her love and admiration for lindsay lohan is slowly fading , hoping it will creep back sometime soon though",['lindsay lohan'],['neutral']
2956,"windows 7 is n't the only fall update : pcs get lighter , ditch dvd ... : seattle -- personal computers are changing . .",['windows 7'],['neutral']
2957,Justin Bieber is gay ? He has a girlfriend -LRB- < / 3 -RRB- . Justin Bieber ca n't sing ? Usher and justin timberlake fought over him justinbieber,['justin timberlake'],['negative']
2958,freakshow by britney spears ?! love it :d lol,['britney spears'],['positive']
2959,I wan na watch harry potter so bad after reading all of theboywholived tweets this morning .,['harry potter'],['neutral']
2960,Simon Cowell And L.A. Reid Discuss ' X Factor ' Rumors : Cowell tells ryan seacrest that the television talent competition ' ... .,['ryan seacrest'],['neutral']
2961,"I love Lewis Black , love Wolf Blitzer , still love Obama , HATE sarah palin .",['sarah palin'],['negative']
2962,i really like the new britney spears song '' 3 '' . do n't judge .,['britney spears'],['positive']
2963,lindsay lohan does n't miss spa appointment : filed under : lindsay lohan after an exhausting day of watching . .,['lindsay lohan'],['neutral']
2964,the humbling - by philip roth - kindle edition .,['kindle'],['neutral']
2965,- I 'm not a fan of lady gaga 's music/image but I like what she stands for .,['lady gaga'],['negative']
2966,Omg . Just saw harry potter and the deathly hallows . That was so great . And to think the 2nd one will be even better . yes !,['harry potter'],['positive']
2967,"i 'm having so much fun with this doesfollow.com website . hehehe . did you know that taylor swift follows nick jonas , but not joe jonas ? trolol",['taylor swift'],['neutral']
2968,"lindsay lohan to restrain dad '' celebrity gossip , news and ...",['lindsay lohan'],['neutral']
2969,"there 's always a slow person on every television show . London on Suite Life , hillary on Fresh Prince , Chelsea on That 's So Raven , etc . lmao",['hillary'],['negative']
2970,the awesome movie transformers : revenge of the fallen here this is it google wave this is it,['google wave'],['positive']
